question1_stemmed,question2_stemmed,scores,is_duplicate
long take learn javascript,long take master javascript,0.6029748160380572,0
atal pension yojana join atal pension yojana,atal pension yojana benefit,0.7195469560601186,1
track someon cell phone number,track someon cell phone,0.8181802073667197,1
best way outlin novel,best way outlin novel stori novic writer,0.6348087971775132,1
popular linux distro deep learn research,power linux distro,0.31878402175377923,0
mean para gravida,mean para 2 gravida 3,1.0000000000000002,0
hard lump earlob,strang lump earlob,0.5031026124151314,0
determin reaction exotherm endotherm,defin whether chemic reaction exotherm endotherm,0.4501755023269898,0
mani peopl believ iq test determin intellig,mani peopl believ iq test measur ill defin thing intellig,0.5698344537068067,0
design,best way design,0.4494364165239821,1
get golden bottl cap pokemon sun moon,strang souvenir pokemon sun moon game,0.3041257418754935,0
could reason iphon sale drop first time,caus iphon sale drop april 2016,0.3041257418754935,1
famous poet world,famous poet,0.7092972666062738,1
wowchat legal india,antiqu busi legal india,0.4112070550676187,0
height would 14 year old increas height,increas height,0.5905940088580992,1
much amount fill amount transact column form 60 61,much money amount rupe 560 3 year 4percent per annum,0.18369268265591543,0
work nintendo 3ds emul pc android,would r4 card work nintendo 3ds xl,0.3041257418754935,0
much weight would lose month eat 300 calori per day,much weight lose run 1 mile per day,0.4333009465089471,0
forget thing read easili,forget thing easili,0.7765145304745156,0
hate toptal interview process,need indian repres suppli raw materi pharmaceut product compani roger rene957atyahoo com bst rgd rene,0.0,0
buy maruti suzuki wagonr honda brio,perform honda brio,0.31878402175377923,0
machin learn beginn go straight deep learn,deep learn import machin learn,0.615218690896332,0
get edu email without school,get edu email address,0.5101490193104813,1
may score 160 wb evet exam 2016 may get seat,expect 160 170 mark kle entranc may b get mbbs seat kle score,0.31526579094433715,0
mr weasley ask bus stop work mr mrs granger chamber secret,tom riddl simpli use avada kedavra kill harri chamber secret,0.09730855609392251,0
controversi say earth could planet univers life,true earth planet life entir univers,0.4502681446556265,1
use omegl ipod touch compar use get,use omegl ipod touch compar use afreechat com,0.7327068970668785,0
hard ib hl mathemat,prepar ib math hl,0.3360969272762575,0
research object,subject object research,0.7092972666062738,0
tp link wn722n work ubuntu 16 04 without need instal driver,use tp link tl wn722n kali linux,0.2095424038071012,0
soft rock mean geolog,geolog bauxit weather get mean,0.29121941856368966,0
sunni leon come far porn star great bollywood actress,sunni leon ever come back porn film,0.3408242166238352,0
univers best comput engin nepal,best marriag gift present amount 10 000 rs,0.08704446792504218,0
happen flight mh370,happen mh370,0.7092972666062738,1
milk make grow taller,grow taller age 17,0.3360969272762575,0
type facepalm text,way type infin text symbol instagram,0.31878402175377923,0
differ cheap expens bottl water,bottl water better tap water,0.3561776636856882,0
higher learn accredit commiss texa,find decent valid rental student canada share websit,0.0,0
arvind kejriw alway comment modi,kejriw modi,0.5023287782256717,1
project android phone screen laptop,remov trade exchang virus android phone window laptop,0.31710746658027095,0
best wireless internet servic provid india,best wireless internet servic india,0.8466473536503036,1
learn python java first,java python one better learn first,0.7092972666062737,1
best revers osmosi system,best revers osmosi system,1.0,1
better trump clinton,better presid donald trump hillari clinton,0.5797386715376658,1
teach,teach use life,0.4494364165239821,0
second debat,second presidenti debat,0.7092972666062738,1
automobil design promis career india,best way make career automobil design india,0.5193879933129156,0
get meth system 3 day,pill buy flush meth system drug test,0.23790309463326234,1
shakespear said thing heaven earth horatio dreamt philosophi skeptic best address question,think hell,0.0,0
peopl vegan vehement critic vegan live vegan dog,vegan justifi eat plant premis lifestyl harm live organ,0.23763674512147528,0
woman cheat late husband marri cheat,love marri woman told feel want friend husband go mind,0.20380370846518475,0
event experi childhood inspir adult,would suggest adult grow enough love parent complement love miss childhood,0.14583659189722667,0
metal ligand charg transfer mlct transit ligand metal charg transfer lmct transit,transit metal found bodi,0.27461178643580664,0
entangl pair well defin angular momentum undefin spin,new entangl pair made pair entangl particl without destroy origin entangl,0.26948417112366196,0
could blood group child parent b posit,probabl babi ab blood group parent b blood group,0.4331815790851043,0
best app keep track daili expens,best app keep track expens,0.8466473536503036,0
never got voter id card resid present live bhopal mp could get one want vote,get voter id card nativ villag resid,0.33591208286814883,0
stop shepherd huski mix puppi hump furnitur,stop boxer pitbul mix hump furnitur,0.4502681446556265,1
tesla make car sun roof solar panel,tesla instal solar panel car,0.5193879933129156,1
get someon can not get,complet get someon,0.5029292651136352,1
greatest lesson learnt life,import lesson learnt life,0.6029748160380572,1
use learn program codecademi,use codecademi learn program,1.0,0
cost studi bit pilani cse 4 year cours,first year syllabus b pharm bit pilani b e cours includ cse eee good think work hard get eee cse later,0.3358655991955002,0
accord hindu mytholog mani time shiva open third eye,kalyug accord hindu mytholog would scenario democraci satyug,0.2169338170113969,0
make sandwich like subway,fundament constant realli constant vari like plank constant electron graviti etc,0.06654488326015776,0
mean vox organali,much voter fraud goe us elect,0.0,0
public speaker like jason silva,learn good public speaker,0.29121941856368966,0
deposit 500 1000 inr note save account multipl time bank day till 30 12 2016,deposit 500 1000 inr note current account multipl time bank day till 30 12 2016,0.8763511049989043,1
view india ban 500 1000 note way affect indian economi,econom implic ban 500 1000 rupe note,0.3188827274930885,1
product form aceton react concentr nitric acid,product form acid base react,0.5193879933129156,0
spin quantum number valu,spin multipl quantum number,0.6029748160380572,0
soundproof room music,soundproof room music,1.0000000000000002,1
overcom procrastin,avoid procrastin,0.3360969272762574,1
best carrier air condition servic center hyderabad,best servic carrier air condition servic center hyderabad,0.9561828874675148,1
get better build minecraft use grian,pikachu better starter three other,0.10163066979112656,0
thing new employe know go first day express,thing new employe know go first day cyan,0.7799154245579976,0
differ system engin industri engin,better engin medic,0.28530619098136084,0
teach saint relav today generat,risk project manag,0.0,0
happen donald trump becam presid america,happen donald trump elect,0.4501755023269898,1
kind organis ss,ss,0.4494364165239821,0
inflat depreci currenc deflat appreci currenc,bank much currenc countri print,0.19431434016858146,0
use vpn download torrent get caught,best way bypass torrent block,0.10163066979112656,0
improv communic skill english profici,improv english speak,0.3563004293331381,1
exampl perfect inelast demand,perfect inelast demand,0.7765145304745156,0
best cuisin world,countri worst cuisin,0.20199309249791833,0
differ,true celtic peopl negat blood,0.0,0
clear jee advanc import join famous institut like allen fiitje,deposit money sbt account use sbi cdm,0.0,0
best travel plan websit,best websit app use trip plan,0.4501755023269898,0
stop watch much porn,stop watch porn,0.7765145304745156,1
much money averag earn shopahol spend cloth accessori,year much money movi buff spend averag watch movi cinema hall avoid bad film,0.22028815056182965,0
best mongodb orm node js,best mongodb orm python,0.5101490193104813,0
find max min array use recurs c,use c vector c array,0.31878402175377923,0
part film furious 7 tragic accid happen paul walker,difficult continu act movi anoth person bodi doubl friend sudden die like paul walker furious 7,0.1617825140475224,0
minimum salari live comfort malaysia,minimum salari live comfort india,0.6694188517266485,0
one suggest best food gain weight,best food gain weight,0.7092972666062737,1
tf card differ sd card,recov pictur sd card mac,0.3561776636856882,0
deal social anxieti disord,deal social anxieti,0.7765145304745156,1
woman increas weight stronglift,incres weight,0.22028815056182965,0
differ sql sql plus mysql,differ sql sqlite,0.5029292651136352,0
favorit book,favorit book time,0.7092972666062738,1
type engin build robot drone etc,would design robot drone,0.2605556710562624,0
becom charismat person,becom charismat,0.7092972666062738,1
unusu differ food cuisin estonia,unusu differ food cuisin china,0.6694188517266485,0
banana good breakfast,good healthi breakfast meal,0.4112070550676187,0
hack someon mobil use ip address,mobil phone chang ip address internet target web page know use phone,0.29106910238190536,0
buddhist stay motiv practic belief,buddhist stay motiv practic,0.8181802073667197,1
contact ex contact year,contact ex 1 month contact first,0.6327904583679949,0
much igf1 level vari throughout day,stay energet throughout day,0.2605556710562624,0
way make money onlin,make money onlin consist,0.6029748160380572,1
best way talk english fluentli,best way resourc learn english like nativ speaker,0.31710746658027095,1
stop masturb forev,stop masturb,0.7092972666062738,1
2000 note chip insid track,2000 rupe note realli go come chip,0.34464214103805474,1
drill hole catalyt convert make louder,drill hole catalyt convert make exhaust louder,0.8673636849609287,0
india scope environment engin,scope desktop engin india,0.6029748160380572,0
know guy interest anoth guy,know guy interest,0.8177583245211001,0
devic oper radio frequenc spectrum,would get radio frequenc microchip track devic,0.34464214103805474,0
friend saturday bore,bore,0.4494364165239821,0
classic horror novel,best horror novel,0.5031026124151314,1
meet life partner,meet lover,0.2605556710562624,1
like pornstar,like pornstar wife,0.7092972666062738,0
electron repel,electron repuls,0.3360969272762574,1
drink bottl wine night stop drink lose weight quick,lost desert water full day find bottl vodka drink wine beer,0.23151055253233774,0
way get user friend email address facebook api php,way get user email address twitter oauth api,0.5507796339456278,0
bsc visual communic graduat appli govern job,appli govern job bba,0.4073526042885674,0
percentag commiss seller need pay e commerc websit like flipkart ebay amazon shopclu shimpli myntra etc sell cloth shirt,offlin store regist seller retail e commerc websit amazon flipkart ebay etc,0.33832018102814887,0
toughest question ask upsc interview,toughest question ask upsc cse interview,0.8466473536503036,0
write letter mr narendra modi,daili life mr narendra modi,0.43161341897075145,0
make banana bread moist,best way make moist bread,0.5101490193104813,0
get profession paint experi north sydney,get profession paint servic north sydney,0.7168117414430624,1
pass 70 411 certif exam,thing chines peopl find strang west,0.0,0
could one punch man kill wolverin deadpool,would win one one fight saitama one punch man naruto naruto,0.2925104325695394,0
school chang 2first centuri canada,school chang 2first centuri thailand,0.6694188517266485,0
aap ’ mla dinesh mohaniya arrest,view latest sex scandal aap mla sandeep kumar,0.1908740661302035,0
question may ask googl interview,question ask googl interview,0.8181802073667197,1
one read book,read book,0.7092972666062738,1
disney chang star war stori e canon legend,star war legend gilad pellaeon good person,0.275195812175023,0
use wifi thunderstorm danger,thunderstorm caus power outag,0.1443835552773867,0
color rainbow seven usual mention,riot today past,0.0,0
indian get medal olymp compar china,india medal olymp tabl compar chines rest world term popul,0.2447853117345521,1
phone buy rs 15000,best mobil 15000,0.17077611319011649,1
watch english dub boruto naruto movi,naruto english dub last chapter,0.3808726084759436,0
time dilat,mean time dilat,0.7092972666062738,1
get rid fat cover muscl bodi,get rid fat,0.5797386715376658,1
make 10 000 week bet hors,make 30 000 month bet hors,0.5031026124151313,1
incognitovpn com legit,clk atdmt com legit,0.4112070550676187,0
make peni longer,peni enlarg,0.2605556710562624,1
ontario motto signific compar california,ontario motto signific compar alaska,0.6694188517266485,0
mn 7 colourless,common ask question general knowledg quizz,0.0,0
site watch movi english subtitl free,want watch movi german subtitl english find,0.4502681446556265,0
biggest misconcept sex,common misconcept masturb,0.20199309249791833,0
side effect eat junk food like lay kurkur etc regular,okay eat junk food,0.3278707471841718,0
instagram account temporarili disabl long delet,time limit temporarili deactiv instagram account,0.33609692727625745,0
differ sheep lamb goat ram mutton,lamb popular mutton uk clear inferior meat cost effect come countri suffer problem,0.1304808286952537,0
get ex back,get ex boyfriend back,0.7765145304745156,1
best worst effect bank note withdraw india,posit negat effect demonet,0.1059921313509325,0
peopl resort bulli,peopl bulli other,0.5031026124151314,1
best way control anger,someon control anger,0.4112070550676187,1
reset email password,reset gmail password email,0.7765145304745156,0
find delet contact,delet contact outlook,0.5031026124151314,0
univers,univers born,0.5797386715376657,1
best onlin websit learn guitar,best onlin site learn play guitar,0.5803329846765685,1
father earth,bad feel embarrass father,0.22028815056182965,0
rule bro code,top 20 bro code rule accord,0.5797386715376658,0
stop write blog long time,stop write blog,0.6569729210330906,0
anxieti reason caus yellow stool,could caus blood stool dog diarrhea treat,0.20613696606828605,0
differ target type protein translat cytosol transcrib rough smooth endoplasm reticulum,smooth rough endoplasm reticulum differ,0.5447024979066772,0
go fate indian economi indian stop buy chines product whole trade india china come end,effect economi china indian boycott chines product,0.39500181705716164,1
live libya like,like live libya,1.0000000000000002,0
use gift explain thing other,denmark economi depend,0.0,0
differ first third parti cooki,peopl think third parti cooki evil,0.38087260847594373,0
definit leviti use sentenc,definit scrawni use sentenc,0.6029748160380572,0
grant govt india startup india,govt india work,0.5029292651136352,0
incid restor faith human,experi restor faith human,0.6029748160380572,1
gluon realli larg number ocean photon absorb part nuclei,eat 8 full egg per day okay lead anyth danger pleasw help guy,0.0,0
ex girlfriend class unabl face feel emot tortur still love face hate still love,ex girlfriend class unabl face feel emot tortur still love face,0.9083749709903511,1
make money,best way make extra money,0.5023287782256717,1
good gift foreign visitor bring invit someon home guam first time,good gift foreign visitor bring invit someon home franc first time,0.8350499057520977,0
snapchat purpos leak fals acquisit rumor order rais fund high valuat,creat host stori live stori event within snapchat contact snapchat start live stori,0.06812372154411135,0
alway feel alon,feel alon sometim,0.5031026124151314,1
trump ’ presid affect intern student us,might trump affect status foreign student top univers us,0.3808165329771113,1
time slot avail cat 2016,time slot cat 2016 exam,0.6694188517266485,1
15 year old girl realli heavi cellulit butt thigh anybodi know get rid,good shape troubl spot cellulit right glute top thigh get rid,0.2030055941109282,1
chang sim card use phone new viber account latest sim card overwrit previous viber account data recov use third parti app,use old phone number viber still ask confirm use new number,0.2334907360128632,0
major parti requir presidenti nomine agre releas tax return,presidenti candid requir releas tax return,0.527072475829346,0
complet electr electron engin want ms mis job within six month,von arnim third battalion battl jena auerstedt,0.0,0
would world differ roman empir never fell,roman empir never fell,0.6348087971775132,1
want kill life mean,40 hate life want end miseri kill,0.4073526042885674,0
recov lost gmail password number rememb recoveri email,reset gmail password highlight recoveri email option,0.36802320875611494,1
feel anxious,live yogic life peopl feel anxious time,0.4103626449521846,0
hypnosi work may help,hypnosi work,0.5797386715376657,1
come feel connect anyon life,life advic ex boyfriend cheat someon relat feel foolish humili cope healthi way blame,0.14012086798868081,0
process electron recycl walmart walmart return sticker look like,salman khan richer shah rukh khan,0.0,0
mean think someon everyday,mean think world someon,0.6029748160380572,0
grumpi nowaday wake lose temper lot faster explan work around suggest would help,soekarno say,0.0,0
babi cri soon deliv scientif reason behind,reason behind delay first cri born babi,0.40298220897396103,0
unusu differ food cuisin são tomé princip,unusu differ food cuisin jamaica,0.5193879933129156,0
shah rukh khan,review shahrukh khan actor,0.17077611319011649,0
citizenship easiest obtain,easiest citizenship obtain,1.0000000000000002,1
best civil age empir iii,defeat french age empir 3,0.29121941856368966,0
china plan introduc polici call one belt one road call new silk rout polici affect neighbor countri move help improv intern relat china japan,think strategi one belt one road advoc china bring countri along line,0.27882734611348814,0
best way improv write skill english,improv english write skill,0.7092972666062737,1
best technolog mobil phone,best app mobil phone,0.6029748160380572,0
’ chines presid xi attend funer shimon pere mandela,competit hire process flotek industri,0.0,0
noteworthi thing happen cours promiscu man,noteworthi thing happen cours promiscu woman,0.7168117414430624,0
agap mean,agap love,0.3360969272762574,1
astronom model would generat long season found westero esso,game throne winter summer last year vari length solar planetari configur could possibl produc dramat season,0.044079599467498704,0
jayalalitha buri cremat per hindu tradit,jayalalitha buri cremat,0.5797386715376658,1
get rid acn face workout daili wash face twice day,get rid acn scar,0.29505871904131714,1
last longer sex,20 year old male last longer sex,0.5245910904457137,1
much protein shake help weight loss,protein shake help lose weight,0.5803329846765685,1
muslim man date foreign girl,male muslim date foreign girl,0.6694188517266485,1
99 fever daili sometim get headach problem get 99 5 fever daili bad,get fever,0.5023287782256717,0
daniel ek spotifi come india,spotifi work india,0.3563004293331381,1
phone hang,speed record phone,0.2605556710562624,0
happen 0 gb disk space reach,pokemon fan game romhack set war,0.0,0
sentenc exampl use contemporari,sentenc exampl use,0.7765145304745156,0
exampl antitrust law,exampl common law,0.5031026124151314,0
chang team pokemon go,chang team pokémon go,0.6029748160380572,1
5 favorit poem,favorit poem,0.9999999999999998,1
lose weight safe,lose weight,0.7092972666062738,1
differ premier authent nhl jersey,differ fa cup capit one cup,0.08704446792504217,0
coplanar forc,net forc actual forc,0.41120705506761857,0
last year america great accord trump campaign,last time america great accord trump “ make america great ” slogan,0.5687131641027124,1
best beginn friend book python,best beginn book python,0.8181802073667197,1
exercis done reduc belli fat,effect exercis reduc belli fat,0.6694188517266485,1
differ 0 0 0 1,differ 0 0 1 0,1.0,0
transfer icici credit card balanc amount icici bank account charg transfer,would recommend someon realli high goal laugh inadequ action along low threshold satisfact,0.0,0
wrong hand,wrong hand,0.9999999999999998,0
good tip self studi,tip self studi,0.7765145304745156,1
densiti aluminum measur valu gram per cubic centimet,someon good program mean good programm,0.0,0
suzlon share fail good result,good buy asian paint share cmp,0.22576484600261604,0
impuls,impuls,1.0,0
ask hr appli posit compani interview,long might one wait hear someth appli academ posit us,0.15064018498706508,0
isi fighter cover face,islamist terrorist cover face,0.3360969272762575,1
save pictur shareit histori even pictur galleri,pictur transfer shareit storag locat sd card appear galleri,0.3005524580213562,0
common among peopl toler patienc,geograph locat land use constraint,0.0,0
review presenc mind,presenc mind,0.7092972666062738,0
necess presid post india copi british system,anyon help read palm,0.0,0
check whether number prime,best algorithm check number prime,0.5101490193104813,0
chang name person mistak new name want old one form incorrect name chang,u okay tell chines cowork lip smicker smacker slurp consid rude,0.0,0
femal bodi undergo chang lose virgin would peopl think,might reason peopl sometim believ woman bodi chang lose virgin,0.36091094553587033,1
world war 3 like,soon world war iii,0.4112070550676187,1
cognit behavior therapi train,cognit behavior therapi,0.7765145304745156,0
learn c languag effici onlin,learn c languag effici,0.7765145304745156,0
feel like live high rise build floor ceil window go wall wall,own high rise build newyork invest money high rise build,0.2704643173798548,0
becom comfort alon,becom comfort alon,1.0000000000000002,1
think vladimir putin,vladimir putin think nato,0.7765145304745156,0
best job portal india,best job portal fresher india,0.8181802073667197,1
fish industri like barbado compar fish industri hondura,fish industri like barbado compar fish industri countri,0.8477624970048974,0
gari johnson win,would requir gari johnson win,0.6569729210330906,1
salt melt ice,salt melt ice snow quick,0.6569729210330906,1
15g form submit interest earn taxabl,money earn onlin adsens affili payment paypal taxabl pay tax incom normal,0.13627634143908643,0
need intern drive licenc without visa …,licenc need fli small size uav around citi street,0.1597642092414444,0
person know someon like,know girl like like,0.46564621909889997,0
possibl donald trump mental problem,donald trump mental ill,0.5101490193104813,1
adult male increas height 22,increas height 21,0.3563004293331381,1
exact ics 2016 paper go correct,get 100 ics 2016 geographi,0.22576484600261604,0
workout cloth guy wear year 1990,workout cloth guy wear summer back year 1990,0.7765145304745155,1
side busi make dollar500 dollar1000 week,side busi make dollar1000 dollar2000 week,0.7168117414430624,0
overcom fear diseas,overcom fear,0.7092972666062738,0
zabbix server run fix,proxi server refus connect fix,0.29121941856368966,0
upvot quora question,allow answer question quora,0.4112070550676187,0
would life earth differ two moon,would life like earth two moon,0.7168117414430624,1
photon leav sun hit leaf hit retina photon hit retina exact photon sun,happen photon hit boundari univers,0.33812118857549334,0
requir modul,requir modul,0.9999999999999998,1
relationship e 1 x 1 e x,relationship e π,1.0,0
india ban import chines product india,india ban chines good anyth made china,0.38405571843526176,1
knowledg manag,profession knowledg manag,0.7092972666062738,0
architectur context ident chaura rasta jaipur,pan chines ident,0.1362763414390864,0
becom mental stronger,mental strong,0.2605556710562624,1
book studi practic crack neet 2017,book need studi crack neet 2017,0.7168117414430624,1
best resourc learn ecuadorian sign languag,best resourc learn uruguayan sign languag,0.7168117414430624,0
american politician becam non christian ex buddhist hindus,true buddhist hindus ascet mystic exist mundan materialist adher,0.1350734836708713,0
rais fund startup compani,best way rais fund startup,0.5101490193104813,0
tip make job interview process vca antech,use dslr camera microscop photographi,0.0,0
countri world nation anthem nation song one,best nation anthem,0.4189067161570912,0
benefit public speak,interest topic class present,0.0,0
happen run polic car get away,stay run polic,0.31878402175377923,0
find angel investor,find pitch angel investor,0.7765145304745156,1
influenc crush,begin talk crush,0.2605556710562624,1
candid status accentur portal show status avail mean,candid current unavail status mean accentur portal,0.5801330271442869,1
get cigarett post midnight mumbai,get rid dark black lip due smoke cigarett,0.1908740661302035,0
race relat better wors presid obama,race relat improv gotten wors past 8 year,0.30412574187549346,1
exampl marin biotic factor,exampl biotic abiot compon,0.3360969272762575,0
physic trait women truli honest attract,attract physic trait man accord indian women,0.4502681446556265,0
kind evid found mar would suggest exist extraterrestri life,proof evid alien extraterrestri life exist,0.3808165329771113,0
make happi teenag,make happi,0.7092972666062738,0
coffe stop interfer sleep,coffe interfer sleep night,0.6029748160380572,1
medit,medit,1.0,1
view opinion brexit,opinion brexit,0.7092972666062738,1
polic offic pull drive driveway polic,polic offic demand payment pull,0.4809731079601443,0
pain right testicl past day start random night sleep could reason,would like learn provinci energi price mexico anybodi direct somewher,0.0,0
upgrad intex aqua power lolipop,volum power key work mobil intex aqua speed,0.31710746658027095,0
book better televis,movi better book,0.5031026124151314,0
get rid pimpl face,best way get rid acn,0.29121941856368966,1
best way increas traffic new blog,increas traffic soon blog,0.4501755023269897,1
u get pregnant day period end,get pregnant 3 day period bled even full 3 day,0.5689275447725676,1
peopl write long question detail quora word limit,get use 300 charact ask question quora,0.15592892548708362,0
box chocol contain 5 gram everi known element mani could eat die would caus death,went space empti box contain went outsid fill box space would insid box,0.1706789987348668,0
increas snapchat score instant,snapchat dead,0.22028815056182965,0
tinder delet interest,interest tinder app display common interest,0.4552018457650676,0
learn better school get better grade school,get best grade school,0.4500589130453461,1
fidel castro accomplish,fidel castro,0.7092972666062738,0
medic similar antibiot purchas counter without prescript,antibiot purchas counter,0.5245910904457137,0
pleas let know password email id need check thing interview answer question,pleas let know password email id need check thing,0.7765145304745156,1
packet switch network differ circuit switch network,packet switch network differ circuit switch network,1.0,1
meet modi,meet pm modi,0.7092972666062738,1
anyon appli googl,appli work googl,0.5031026124151314,1
get tech program upse,get admiss tech program upse,0.8181802073667197,1
beauti world money exist mean get everyth want free,way less violent,0.0,0
top 1percent world,10 life lesson learn life,0.0,0
purpos appl logo sticker come mac product,peopl like appl product,0.23790309463326234,0
social media health care start first site,pharma develop mobil app like use engag doctor,0.0,0
make money start blog,make money blog,0.7765145304745156,1
evolv ape still ape around today,evolv age ape around us,0.4809731079601443,1
becom ambassador,would one becom ambassador,0.5797386715376657,1
reliabl broker trade binari option instant demo,platform broker provid automat binari option trade,0.40298220897396103,0
elit decid peac power share 10 year stop whole bs elect polit,american think two year long polit drama transpir potus decid presidenti elect,0.20199309249791833,0
differ way rank keyword facebook,differ way rank keyword facebook,0.9999999999999999,1
make smarter peopl,make peopl smarter other,0.7765145304745156,1
bio organ,bio,0.5797386715376657,0
mechatron engin work marin engin,differ mechatron engin control engin,0.5586177528223194,0
feasibl build wall us mexico donald trump claim would,us realli go copi chines great wall build wall us mexico would becom tourist attract site,0.3632876172245476,0
start random convers girl know,start convers girl know,0.8181802073667197,1
differ faith belief,differ faith belief,1.0000000000000002,1
best book cat section wise,section wise best book prepar cat,0.8466473536503036,1
die lack sleep,someon die lack sleep,0.7765145304745156,1
think bajaj dominar 400,bajaj aveng 400 launch,0.3360969272762575,0
signific pi 3 14159265359,signific number pi,0.5031026124151314,1
earn rs 100 per day,earn rs 500 rs 1000 day onlin survey,0.4069290338737718,0
problem samsung galaxi s7,samsung galaxi s7 hit,0.6029748160380572,0
best matur linux distro beginn advanc user,best linux oper system distro beginn,0.4502681446556265,1
stop overanalyz everyth includ feel,stop overthink overanalyz thing,0.29121941856368966,1
electron configur,electron configur oxygen,0.7092972666062738,0
get free ebook,get free ebook websit,0.7765145304745156,0
exist space time,exist begin time,0.5031026124151314,1
light need medium travel sunlight come space,minut suppos atmospher space sound need medium travel hear empti space,0.365514247469986,0
commerc field relat internship ongc,opportun like internship chemic engin field first year student india,0.16836842163679844,0
bad rev engin park,bad rev engin park,1.0,1
possibl get pregnant coupl tri 4 day menstrual cycl,get pregnant 8 day period,0.3748077700589726,1
main import export venezuela venezuela industri compar canada,main import export venezuela venezuela industri compar brazil,0.8200207392821179,0
mbbs,mbbs,1.0,1
mani anti semit question quora,mani anti israel jewish question quora,0.5803329846765685,1
mass sun,mass sun,0.9999999999999998,1
prepar upsc,prepar upsc cse,0.7092972666062738,0
start fm radio station much would cost,equip would need start radio station,0.4502681446556265,0
exact hous day heaven locat,star war exact yoda,0.1273595297947935,0
meet cristiano ronaldo,cristiano ronaldo learn run fast,0.3563004293331381,0
everi countri send satellit monitor orbit overlap,graduat degre cs new mexico highland univers worth,0.0,0
best book studi engin mechan dynam,book best studi engin econom,0.5803329846765685,0
mean perfect,perfect actual mean,0.7092972666062738,0
unreal engin 4 uniti 5 free,uniti game engin unity3d 4 3 releas,0.29121941856368966,0
woman mean say love want relationship need time,want tell woman love say engag,0.4112070550676187,0
averag convers rate onlin retail store traffic,averag convers rate e commerc site,0.34464214103805474,1
inter cast marriag minor brahmin preval south india,contribut brahmin indian societi,0.09867961797986956,0
best natur remedi cough cold,best natur remedi cold symptom,0.6694188517266485,0
best gadget,best gadget,0.9999999999999998,1
futur captain indian cricket team msd,think ms dhoni best captain,0.10163066979112656,0
appl choos nine minut default time delay snooz button,chang snooz time iphon 4,0.20608363501393823,0
sheldon penni leonard howard know cast rajesh koothrap,mani time raj koothrappali left alon live room leonard sheldon apart,0.12083223046959846,0
psychoanalyt idea use advertis market communic today,sublimin messag realli use advertis today,0.3041257418754935,0
sens life,think ultim mean life,0.22028815056182965,1
owl step,owl hoot sunris sunset,0.22028815056182965,0
happen two black hole collid,happen event horizon two black hole merg sendig us gravit wave,0.38755725536725033,1
dream come,dream come,0.9999999999999998,1
dentist practic last 14 year want chang profess possibl,last year dentistri want dentist work field pharmaci,0.3112574675270537,0
thing make indian happi proud,thing make indian happi,0.8181802073667197,1
one becom profession singer,becom singer,0.5797386715376657,0
start salari sound engin india,basic start salari engin telecom domain india,0.5193879933129156,0
ban 1000 500 rupe note affect indian economi,discontinu ₹500 ₹1000 note affect india economi,0.5056055588739691,1
peopl kind,kind,0.5797386715376657,1
small compani grow big compani,small compani grow big,0.944911182523068,1
best way deal someon alway tri one,happi reason,0.0,0
becom billionair mindset,becom billionair financ,0.5031026124151314,1
best dth servic provid india tata sky dishtv airtel,airtel dish tv tata sky one choos,0.23577033983032974,0
fit friend group,god listen request,0.0,0
best way reduc belli arm fat,reduc belli tummi fat,0.4501755023269897,1
creat 3d anim,effect 3d anim softwar use,0.3563004293331381,0
know abus,know emot abus,0.7092972666062738,1
want learn java syntax also want learn crack complex problem take coach delhi,learn python want learn oop languag learn java c,0.43925456039356436,0
best program languag start learn,good program languag start advanc,0.43161341897075145,1
quora answer long,quora user write long answer question skill give answer precis short,0.518641541237003,1
wrong date 25 year old guy 21,creepi 25 year old guy date 18 20 year old girl,0.5381758896786937,0
quickest way get meth system,cranberri supplement help flush meth system,0.22576484600261604,1
like live san francisco tenderloin,like live san francisco,0.8181802073667197,0
nobodi answer question quora,question answer quora,0.7765145304745156,1
best aspect live huanuco peru young adult,best aspect live arequipa peru young adult,0.7523197619890014,0
class take want becom data scientist,class take princeton want becom data scientist,0.8673636849609287,0
begin learn cello,test statist mean hypothesi test,0.0,0
feel unemploy get engin degre,life jobless student complet engin degre,0.22576484600261604,1
naiv mean,ideal naiv,0.3360969272762574,0
convict hang death,sirius black get convict death eater even though dark mark,0.23773923857522397,0
among sc st nc obc lowest cast,tili cast west bengal sc st obc,0.40298220897396103,0
app use creat custom survey whatsapp group,softwar use creat whatsapp,0.4073526042885674,0
bernard dadi,bernard dadi known,0.7092972666062738,0
view protect tweet without follow person twitter,block certain follow twitter see tweet,0.3041257418754935,0
green tea realli reduc weight,way drink green tea weight loss,0.38087260847594373,1
basic compon salari statement calcul incom tax,calcul tax variabl compon ctc disburs next ay,0.2532094495161745,0
learn play piano synthes,way could learn play piano,0.5101490193104813,1
nandani real wife chandragupta maurya,justin son chandragupta maurya,0.29121941856368966,0
donald trump 666 antichrist,could donald trump antichrist,0.6029748160380572,1
busi insid usa non us citizen resid outsid us pay tax,best gamepad control use appl mac laptop,0.0,0
difficulti peopl face learn program,difficulti encount learn program,0.5101490193104813,1
symptom eccentr concentr contract,concentr eccentr contract compar contrast,0.5101490193104813,1
mathemat falsifi physic falsifi,falsifi,0.7092972666062737,0
swami vivekananda chicago speech overjoy,swami vivekananda speech parliament world religion chicago overr,0.4743307064971939,1
